Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1968,1968,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1969,1969,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1970,1970,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1971,1971,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1972,1972,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1973,1973,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1974,1974,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1975,1975,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1976,1976,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1977,1977,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1978,1978,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1979,1979,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1980,1980,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1981,1981,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1982,1982,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1983,1983,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1984,1984,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1985,1985,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1986,1986,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1987,1987,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1988,1988,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1989,1989,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1990,1990,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1991,1991,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1992,1992,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1993,1993,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1994,1994,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1995,1995,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1996,1996,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1997,1997,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1998,1998,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,1999,1999,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2000,2000,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2001,2001,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2002,2002,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2003,2003,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2004,2004,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2005,2005,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2006,2006,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2007,2007,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2008,2008,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2009,2009,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2010,2010,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2011,2011,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2012,2012,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2013,2013,1000 ha,851577,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6600,Superficie del país,2014,2014,1000 ha,851577,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1961,1961,1000 ha,150531,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1962,1962,1000 ha,155913,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1963,1963,1000 ha,161511,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1964,1964,1000 ha,166041,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1965,1965,1000 ha,170395,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1966,1966,1000 ha,175094,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1967,1967,1000 ha,179589,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1968,1968,1000 ha,185223,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1969,1969,1000 ha,193778,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1970,1970,1000 ha,195397,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1971,1971,1000 ha,199632,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1972,1972,1000 ha,202837,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1973,1973,1000 ha,205861,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1974,1974,1000 ha,210043,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1975,1975,1000 ha,213416,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1976,1976,1000 ha,216007,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1977,1977,1000 ha,218550,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1978,1978,1000 ha,220039,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1979,1979,1000 ha,222513,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1980,1980,1000 ha,224278,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1981,1981,1000 ha,225824,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1982,1982,1000 ha,228136,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1983,1983,1000 ha,228821,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1984,1984,1000 ha,229924,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1985,1985,1000 ha,231041,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1986,1986,1000 ha,234055,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1987,1987,1000 ha,235791,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1988,1988,1000 ha,237687,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1989,1989,1000 ha,239432,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1990,1990,1000 ha,241608,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1991,1991,1000 ha,244941,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1992,1992,1000 ha,246709,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1993,1993,1000 ha,249463,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1994,1994,1000 ha,251418,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1995,1995,1000 ha,258472,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1996,1996,1000 ha,259019,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1997,1997,1000 ha,259566,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1998,1998,1000 ha,260112,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,1999,1999,1000 ha,260759,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2000,2000,1000 ha,261406,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2001,2001,1000 ha,263465,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2002,2002,1000 ha,265868,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2003,2003,1000 ha,268469,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2004,2004,1000 ha,272132,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2005,2005,1000 ha,272432.6,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2006,2006,1000 ha,272784,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2007,2007,1000 ha,271638,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2008,2008,1000 ha,273500,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2009,2009,1000 ha,273540,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2010,2010,1000 ha,273463,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2011,2011,1000 ha,275373,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2012,2012,1000 ha,275607,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2013,2013,1000 ha,278808.1,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6610,Superficie agrícola,2014,2014,1000 ha,282589,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6630,Cultivos temporales,2006,2006,1000 ha,54527,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1961,1961,1000 ha,6278,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1962,1962,1000 ha,6213,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1963,1963,1000 ha,6211,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1964,1964,1000 ha,6241,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1965,1965,1000 ha,6095,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1966,1966,1000 ha,6194,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1967,1967,1000 ha,6189,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1968,1968,1000 ha,6223,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1969,1969,1000 ha,6278,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1970,1970,1000 ha,6259,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1971,1971,1000 ha,6332,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1972,1972,1000 ha,6337,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1973,1973,1000 ha,6261,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1974,1974,1000 ha,6243,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1975,1975,1000 ha,6416,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1976,1976,1000 ha,6707,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1977,1977,1000 ha,6950,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1978,1978,1000 ha,7239,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1979,1979,1000 ha,7513,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1980,1980,1000 ha,7864,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1981,1981,1000 ha,7524,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1982,1982,1000 ha,7136,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1983,1983,1000 ha,6621,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1984,1984,1000 ha,6324,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1985,1985,1000 ha,5941,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1986,1986,1000 ha,6055,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1987,1987,1000 ha,5891,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1988,1988,1000 ha,6287,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1989,1989,1000 ha,6632,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1990,1990,1000 ha,6727,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1991,1991,1000 ha,6989,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1992,1992,1000 ha,7197,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1993,1993,1000 ha,7736,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1994,1994,1000 ha,7455,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1995,1995,1000 ha,7441,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1996,1996,1000 ha,7542,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1997,1997,1000 ha,7512,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1998,1998,1000 ha,7482.8,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,1999,1999,1000 ha,7453.2,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2000,2000,1000 ha,7423.6,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2001,2001,1000 ha,7394,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2002,2002,1000 ha,7364,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2003,2003,1000 ha,7335,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2004,2004,1000 ha,7305,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2005,2005,1000 ha,7275.6,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2006,2006,1000 ha,7246,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2007,2007,1000 ha,7250,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2008,2008,1000 ha,7250,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2009,2009,1000 ha,7100,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2010,2010,1000 ha,7100,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2011,2011,1000 ha,7100,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2012,2012,1000 ha,7000,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2013,2013,1000 ha,6800,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6650,Cultivos permanentes,2014,2014,1000 ha,6572,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1961,1961,1000 ha,122135,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1962,1962,1000 ha,125700,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1963,1963,1000 ha,129300,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1964,1964,1000 ha,132800,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1965,1965,1000 ha,136300,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1966,1966,1000 ha,139900,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1967,1967,1000 ha,143400,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1968,1968,1000 ha,147000,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1969,1969,1000 ha,154500,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1970,1970,1000 ha,154138,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1971,1971,1000 ha,156300,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1972,1972,1000 ha,158500,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1973,1973,1000 ha,160600,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1974,1974,1000 ha,162800,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1975,1975,1000 ha,165000,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1976,1976,1000 ha,166300,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1977,1977,1000 ha,167600,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1978,1978,1000 ha,168800,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1979,1979,1000 ha,170100,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1980,1980,1000 ha,171414,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1981,1981,1000 ha,172700,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1982,1982,1000 ha,174000,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1983,1983,1000 ha,175200,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1984,1984,1000 ha,176500,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1985,1985,1000 ha,177800,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1986,1986,1000 ha,179000,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1987,1987,1000 ha,180400,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1988,1988,1000 ha,181600,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1989,1989,1000 ha,182900,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1990,1990,1000 ha,184200,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1991,1991,1000 ha,185954,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1992,1992,1000 ha,187709,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1993,1993,1000 ha,189463,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1994,1994,1000 ha,191218,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1995,1995,1000 ha,192972,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1996,1996,1000 ha,193619,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1997,1997,1000 ha,194266,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1998,1998,1000 ha,194912,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,1999,1999,1000 ha,195559,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2000,2000,1000 ha,196206,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2001,2001,1000 ha,197000,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2002,2002,1000 ha,197000,F,Estimación FAO
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2003,2003,1000 ha,196500,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2004,2004,1000 ha,196500,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2005,2005,1000 ha,196000,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2006,2006,1000 ha,196000,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2007,2007,1000 ha,196000,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2008,2008,1000 ha,196000,Fm,Estimación Manual
RL,Tierra,BRA,Brasil,5110,Superficie,6655,Praderas y pastos permanentes,2009,2009,1000 ha,196000,Fm,Estimación Manual
