Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,1995,1995,1000 ha,24,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,1996,1996,1000 ha,24,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,1997,1997,1000 ha,24,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,1998,1998,1000 ha,24,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,1999,1999,1000 ha,23,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2000,2000,1000 ha,23,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2001,2001,1000 ha,23,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2002,2002,1000 ha,23,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2003,2003,1000 ha,23,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2004,2004,1000 ha,23,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2005,2005,1000 ha,23,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2006,2006,1000 ha,23.6,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2007,2007,1000 ha,23.5,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2008,2008,1000 ha,23.8,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2009,2009,1000 ha,24.1,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2010,2010,1000 ha,24.3,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2011,2011,1000 ha,23.8,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2012,2012,1000 ha,26.4,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2013,2013,1000 ha,28.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6610,Superficie agrícola,2014,2014,1000 ha,30.6,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2007,2007,1000 ha,10.9,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2008,2008,1000 ha,10.6,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2009,2009,1000 ha,10.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2010,2010,1000 ha,10.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2011,2011,1000 ha,8.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2012,2012,1000 ha,9.5,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2013,2013,1000 ha,10,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6630,Cultivos temporales,2014,2014,1000 ha,10.9,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1975,1975,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1976,1976,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1977,1977,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1978,1978,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1979,1979,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1980,1980,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1981,1981,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1982,1982,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1983,1983,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1984,1984,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1985,1985,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1986,1986,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1987,1987,1000 ha,1,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1988,1988,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1989,1989,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1990,1990,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1991,1991,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1992,1992,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1993,1993,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1994,1994,1000 ha,2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1995,1995,1000 ha,3,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1996,1996,1000 ha,3,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1997,1997,1000 ha,3,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1998,1998,1000 ha,3,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,1999,1999,1000 ha,4,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2000,2000,1000 ha,4,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2001,2001,1000 ha,4,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2002,2002,1000 ha,4,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2003,2003,1000 ha,4,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2004,2004,1000 ha,4,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2005,2005,1000 ha,4,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2006,2006,1000 ha,3.9,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2007,2007,1000 ha,3.6,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2008,2008,1000 ha,3.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2009,2009,1000 ha,3.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2010,2010,1000 ha,3.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2011,2011,1000 ha,4,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2012,2012,1000 ha,4.4,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2013,2013,1000 ha,5,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6650,Cultivos permanentes,2014,2014,1000 ha,5.2,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1961,1961,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1962,1962,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1963,1963,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1964,1964,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1965,1965,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1966,1966,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1967,1967,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1968,1968,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1969,1969,1000 ha,3,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1970,1970,1000 ha,3,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1971,1971,1000 ha,5,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1972,1972,1000 ha,5,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1973,1973,1000 ha,5,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1974,1974,1000 ha,5,I,"Datos del país reportados por Organizaciones Internacionales donde el país es un miembro (Semi-oficial) - WTO, EU, UNSD, etc."
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1975,1975,1000 ha,5,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1976,1976,1000 ha,6,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1977,1977,1000 ha,6,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1978,1978,1000 ha,5,F,Estimación FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1979,1979,1000 ha,5,F,Estimación FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1980,1980,1000 ha,4,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1981,1981,1000 ha,5,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1982,1982,1000 ha,6,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1983,1983,1000 ha,6,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1984,1984,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1985,1985,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1986,1986,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1987,1987,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1988,1988,1000 ha,10,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1989,1989,1000 ha,10,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1990,1990,1000 ha,9,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1991,1991,1000 ha,9,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1992,1992,1000 ha,9,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1993,1993,1000 ha,10,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1994,1994,1000 ha,10,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1995,1995,1000 ha,11,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1996,1996,1000 ha,11,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1997,1997,1000 ha,11,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1998,1998,1000 ha,11,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,1999,1999,1000 ha,11,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2000,2000,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2001,2001,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2002,2002,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2003,2003,1000 ha,7,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2004,2004,1000 ha,7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2005,2005,1000 ha,7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2006,2006,1000 ha,7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2007,2007,1000 ha,8.2,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2008,2008,1000 ha,8.7,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2009,2009,1000 ha,8.9,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2010,2010,1000 ha,9.1,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2011,2011,1000 ha,9.2,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2012,2012,1000 ha,10.5,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2013,2013,1000 ha,11,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6655,Praderas y pastos permanentes,2014,2014,1000 ha,12.2,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1990,1990,1000 ha,8218,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1991,1991,1000 ha,8214.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1992,1992,1000 ha,8210.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1993,1993,1000 ha,8207.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1994,1994,1000 ha,8203.6,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1995,1995,1000 ha,8200,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1996,1996,1000 ha,8196.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1997,1997,1000 ha,8192.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1998,1998,1000 ha,8189.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,1999,1999,1000 ha,8185.6,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2000,2000,1000 ha,8182,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2001,2001,1000 ha,8179.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2002,2002,1000 ha,8176.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2003,2003,1000 ha,8173.6,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2004,2004,1000 ha,8170.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2005,2005,1000 ha,8168,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2006,2006,1000 ha,8162,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2007,2007,1000 ha,8156,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2008,2008,1000 ha,8150,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2009,2009,1000 ha,8144,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2010,2010,1000 ha,8138,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2011,2011,1000 ha,8136.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2012,2012,1000 ha,8134.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2013,2013,1000 ha,8133.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6661,Bosque,2014,2014,1000 ha,8131.6,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,1997,1997,1000 ha,3.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,1998,1998,1000 ha,6.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,1999,1999,1000 ha,11.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2000,2000,1000 ha,15,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2001,2001,1000 ha,17.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2002,2002,1000 ha,20.6,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2003,2003,1000 ha,23.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2004,2004,1000 ha,26.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2005,2005,1000 ha,29,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2006,2006,1000 ha,34.4,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2007,2007,1000 ha,40.5,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2008,2008,1000 ha,46.2,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2009,2009,1000 ha,51.9,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2010,2010,1000 ha,57.7,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2011,2011,1000 ha,59.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2012,2012,1000 ha,58.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2013,2013,1000 ha,58.1,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6670,Otras tierras,2014,2014,1000 ha,57.8,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6680,Agua interior,1961,1961,1000 ha,133,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6680,Agua interior,1962,1962,1000 ha,133,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6680,Agua interior,1963,1963,1000 ha,133,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6680,Agua interior,1964,1964,1000 ha,133,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6680,Agua interior,1965,1965,1000 ha,133,Fm,Estimación Manual
RL,Tierra,GUF,Guayana francesa,5110,Superficie,6680,Agua interior,1966,1966,1000 ha,133,Fm,Estimación Manual
